,Airline,Source,Destination,Additional_Info,Price,dur_min,stops,journey_day,dep_time
347,Jet Airways,Delhi,Cochin,In-flight meal not included,11507.0,910.0,2,4,212500
348,Air India,Kolkata,Banglore,No Info,11542.0,1700.0,2,4,92500
349,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,2,174500
350,Jet Airways,Banglore,Delhi,In-flight meal not included,4544.0,165.0,0,5,60000
351,IndiGo,Delhi,Cochin,No Info,6496.0,295.0,1,2,51000
352,IndiGo,Kolkata,Banglore,No Info,4804.0,160.0,0,5,212500
353,Air India,Banglore,New Delhi,No Info,13439.0,1330.0,1,3,110500
354,Jet Airways,Delhi,Cochin,In-flight meal not included,6540.0,610.0,1,2,181500
355,IndiGo,Banglore,Delhi,No Info,4591.0,170.0,0,6,233000
356,IndiGo,Banglore,New Delhi,No Info,4437.0,260.0,1,0,161500
357,Air Asia,Delhi,Cochin,No Info,6151.0,660.0,1,3,201000
358,Jet Airways,Banglore,Delhi,In-flight meal not included,7754.0,180.0,0,4,174500
359,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1355.0,1,0,140000
360,Jet Airways,Banglore,Delhi,No Info,8016.0,185.0,0,4,185500
361,SpiceJet,Kolkata,Banglore,No check-in baggage included,4781.0,160.0,0,6,65500
362,Vistara,Banglore,Delhi,No Info,4668.0,170.0,0,3,113000
363,Air India,Banglore,New Delhi,No Info,14594.0,1265.0,1,0,115000
364,Jet Airways,Kolkata,Banglore,No Info,14231.0,710.0,1,6,165500
365,Air India,Delhi,Cochin,No Info,8425.0,1535.0,1,2,51500
366,Multiple carriers,Delhi,Cochin,No Info,9646.0,925.0,1,4,70500
367,IndiGo,Chennai,Kolkata,No Info,7295.0,145.0,0,6,144000
368,Air Asia,Kolkata,Banglore,No Info,5162.0,220.0,1,2,65000
369,IndiGo,Banglore,New Delhi,No Info,6860.0,175.0,0,1,182500
370,Vistara,Delhi,Cochin,No Info,6216.0,190.0,0,0,60000
371,Air Asia,Kolkata,Banglore,No Info,5192.0,710.0,1,4,73500
372,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,2,200000
373,SpiceJet,Banglore,Delhi,No check-in baggage included,3919.0,170.0,0,0,93000
374,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,2,190500
375,Multiple carriers,Delhi,Cochin,No Info,9315.0,690.0,1,3,73000
376,Multiple carriers,Delhi,Cochin,No Info,11667.0,530.0,1,2,100000
377,Jet Airways,Kolkata,Banglore,In-flight meal not included,6224.0,1215.0,1,4,82500
378,Air India,Kolkata,Banglore,No Info,13349.0,1210.0,2,6,92500
379,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,965.0,1,0,165500
380,Multiple carriers,Delhi,Cochin,No Info,15603.0,755.0,1,0,130000
381,Jet Airways,Delhi,Cochin,No Info,15129.0,1025.0,2,3,193000
382,IndiGo,Banglore,Delhi,No Info,4823.0,180.0,0,2,165500
383,Vistara,Kolkata,Banglore,No Info,8452.0,930.0,1,5,71000
384,Multiple carriers,Delhi,Cochin,No Info,12524.0,690.0,1,3,73000
385,SpiceJet,Chennai,Kolkata,No Info,3384.0,140.0,0,2,174500
386,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1425.0,1,6,191500
387,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,1965.0,90.0,0,1,131500
388,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,221500
389,Jet Airways,Delhi,Cochin,No Info,16079.0,870.0,1,0,181500
390,Jet Airways,Delhi,Cochin,No Info,13292.0,1295.0,2,6,212500
391,Air Asia,Delhi,Cochin,No Info,6751.0,330.0,1,3,75500
392,Air India,Delhi,Cochin,No Info,8669.0,735.0,1,2,70000
393,IndiGo,Delhi,Cochin,No Info,6494.0,485.0,1,6,173000
394,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,300.0,1,1,140000
395,SpiceJet,Banglore,Delhi,No check-in baggage included,3919.0,170.0,0,3,93000
396,Multiple carriers,Delhi,Cochin,No Info,13587.0,385.0,1,3,125000
397,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,2,193500
398,Air India,Banglore,New Delhi,No Info,10741.0,165.0,0,1,170000
399,Air India,Kolkata,Banglore,No Info,11432.0,765.0,2,3,165000
400,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,950.0,1,1,185500
401,Jet Airways,Delhi,Cochin,No Info,13292.0,1620.0,2,2,93500
402,Air India,Delhi,Cochin,No Info,10493.0,2280.0,3,5,51500
403,GoAir,Banglore,New Delhi,No Info,7631.0,175.0,0,1,74500
404,Air India,Delhi,Cochin,No Info,13381.0,1490.0,2,3,65000
405,Jet Airways,Kolkata,Banglore,No Info,13731.0,520.0,1,3,200000
406,Air India,Delhi,Cochin,No Info,11911.0,1545.0,2,1,55500
407,IndiGo,Banglore,Delhi,No Info,4591.0,170.0,0,3,233000
408,Multiple carriers,Delhi,Cochin,No Info,14848.0,375.0,1,2,130000
409,Multiple carriers,Delhi,Cochin,No Info,8266.0,630.0,1,4,84500
410,Air India,Delhi,Cochin,No Info,12392.0,1560.0,2,5,171500
411,Jet Airways,Kolkata,Banglore,No Info,13044.0,1025.0,1,4,185500
412,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,1280.0,1,1,70500
413,Jet Airways,Delhi,Cochin,No Info,12242.0,335.0,1,3,225000
414,IndiGo,Banglore,Delhi,No Info,3943.0,170.0,0,5,101000
415,Vistara,Kolkata,Banglore,No Info,11105.0,1550.0,1,6,202000
416,Jet Airways,Kolkata,Banglore,No Info,14388.0,730.0,1,3,211000
417,Jet Airways,Delhi,Cochin,No Info,13014.0,1025.0,2,5,193000
418,Multiple carriers,Delhi,Cochin,No Info,15411.0,510.0,1,0,102000
419,Jet Airways,Delhi,Cochin,No Info,16289.0,1385.0,1,1,194500
420,IndiGo,Delhi,Cochin,No Info,6442.0,560.0,1,2,65000
421,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,475.0,1,5,82500
422,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,5,102000
423,IndiGo,Banglore,Delhi,No Info,6906.0,170.0,0,2,233000
424,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,1,94500
425,Jet Airways,Delhi,Cochin,No Info,14714.0,600.0,1,3,90000
426,Vistara Premium economy,Banglore,New Delhi,No Info,11793.0,155.0,0,6,160000
427,Multiple carriers,Delhi,Cochin,No Info,14323.0,465.0,1,2,113000
428,SpiceJet,Banglore,Delhi,No Info,3971.0,175.0,0,2,211000
429,Vistara,Kolkata,Banglore,No Info,8452.0,1580.0,1,2,202000
430,Vistara,Banglore,Delhi,No Info,5403.0,160.0,0,2,70000
431,Multiple carriers,Delhi,Cochin,No Info,13727.0,660.0,1,3,100000
432,Air India,Kolkata,Banglore,No Info,12639.0,1165.0,2,4,100000
433,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,175.0,0,3,151500
434,Vistara,Banglore,Delhi,No Info,4878.0,165.0,0,6,193000
435,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,1395.0,1,5,194500
436,Multiple carriers,Delhi,Cochin,In-flight meal not included,8552.0,540.0,1,6,71000
437,Vistara,Delhi,Cochin,No Info,6741.0,190.0,0,6,144000
438,Multiple carriers,Delhi,Cochin,No Info,6481.0,385.0,1,2,125000
439,Multiple carriers,Delhi,Cochin,No Info,7354.0,520.0,1,3,103500
440,Air India,Banglore,Delhi,No Info,5228.0,170.0,0,6,210500
441,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,740.0,1,3,82500
442,IndiGo,Delhi,Cochin,No Info,6347.0,320.0,1,5,65000
443,Air India,Banglore,New Delhi,No Info,5013.0,240.0,1,4,81500
444,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,585.0,1,4,185500
445,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,1,182500
446,Air India,Delhi,Cochin,No Info,13381.0,1580.0,2,0,165500
447,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,6,94500
448,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,585.0,1,2,185500
449,Jet Airways,Kolkata,Banglore,In-flight meal not included,7064.0,1495.0,1,4,185500
450,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,715.0,1,4,70500
451,Air India,Delhi,Cochin,No Info,13013.0,1245.0,2,6,105500
452,Jet Airways,Delhi,Cochin,No Info,15339.0,1045.0,2,3,191000
453,GoAir,Banglore,Delhi,No Info,4937.0,170.0,0,3,114000
454,IndiGo,Delhi,Cochin,No Info,6818.0,425.0,1,3,50500
455,Air India,Delhi,Cochin,No Info,10441.0,1275.0,2,5,220000
456,Jet Airways,Delhi,Cochin,In-flight meal not included,5177.0,300.0,1,0,140000
457,IndiGo,Chennai,Kolkata,No Info,3858.0,145.0,0,3,113500
458,IndiGo,Kolkata,Banglore,No Info,6534.0,315.0,1,5,210000
459,Multiple carriers,Delhi,Cochin,No Info,6795.0,910.0,1,5,102000
460,Multiple carriers,Delhi,Cochin,No Info,9736.0,705.0,1,2,73000
461,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,5,195000
462,SpiceJet,Delhi,Cochin,No Info,4957.0,295.0,1,2,175500
463,IndiGo,Banglore,New Delhi,No Info,6494.0,165.0,0,1,60000
464,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,5,145500
465,Jet Airways,Kolkata,Banglore,No Info,14388.0,585.0,1,3,185500
466,IndiGo,Kolkata,Banglore,No Info,5618.0,160.0,0,0,171500
467,Multiple carriers,Delhi,Cochin,No Info,7408.0,390.0,1,4,190000
468,Air Asia,Delhi,Cochin,No Info,6451.0,330.0,1,6,164500
469,Vistara,Banglore,Delhi,No Info,4668.0,160.0,0,1,70000
470,Jet Airways,Delhi,Cochin,No Info,13082.0,2045.0,2,3,182000
471,Air India,Delhi,Cochin,No Info,8669.0,925.0,1,2,35000
472,IndiGo,Delhi,Cochin,No Info,6316.0,570.0,1,0,160000
473,Jet Airways,Delhi,Cochin,In-flight meal not included,12583.0,365.0,1,0,222000
474,Vistara,Banglore,New Delhi,No Info,7923.0,160.0,0,1,161000
475,GoAir,Delhi,Cochin,No Info,7378.0,350.0,1,6,70000
476,Vistara,Banglore,Delhi,No Info,4878.0,165.0,0,2,193000
477,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1640.0,1,5,163000
478,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,0,82000
479,SpiceJet,Delhi,Cochin,No Info,4760.0,315.0,1,1,60500
480,Jet Airways,Kolkata,Banglore,In-flight meal not included,8529.0,960.0,1,4,200000
481,Multiple carriers,Delhi,Cochin,No Info,13727.0,420.0,1,5,140000
482,SpiceJet,Kolkata,Banglore,No Info,4760.0,520.0,1,4,83500
483,Multiple carriers,Delhi,Cochin,No Info,10197.0,540.0,1,3,100000
484,SpiceJet,Kolkata,Banglore,No Info,4911.0,150.0,0,6,222000
485,IndiGo,Chennai,Kolkata,No Info,6482.0,140.0,0,0,51500
486,Jet Airways,Banglore,New Delhi,No Info,14151.0,380.0,1,3,85500
487,IndiGo,Kolkata,Banglore,No Info,3717.0,265.0,1,5,192000
488,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,6,131500
489,Air India,Banglore,New Delhi,No Info,10846.0,665.0,2,0,110500
490,Air India,Banglore,New Delhi,No Info,14069.0,1015.0,1,3,55000
491,Jet Airways,Delhi,Cochin,In-flight meal not included,5177.0,825.0,1,4,225000
492,Air India,Delhi,Cochin,No Info,14641.0,1545.0,2,0,55500
493,IndiGo,Delhi,Cochin,No Info,6442.0,835.0,1,3,83500
494,Air India,Delhi,Cochin,No Info,5704.0,315.0,1,3,174500
495,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1155.0,1,2,140500
496,Jet Airways,Delhi,Cochin,No Info,14714.0,450.0,1,3,205500
497,Jet Airways,Delhi,Cochin,In-flight meal not included,5406.0,540.0,1,4,100000
498,Vistara,Kolkata,Banglore,No Info,8610.0,1440.0,1,2,202000
499,Jet Airways,Delhi,Cochin,No Info,14237.0,1090.0,2,4,182500
500,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,4,71000
501,IndiGo,Mumbai,Hyderabad,No Info,2227.0,90.0,0,2,200500
502,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,1280.0,1,5,70500
503,Air India,Delhi,Cochin,No Info,8372.0,375.0,1,3,130000
504,Jet Airways,Delhi,Cochin,No Info,14151.0,870.0,1,6,135500
505,Air India,Mumbai,Hyderabad,No Info,3100.0,80.0,0,0,210500
506,Jet Airways,Delhi,Cochin,In-flight meal not included,14053.0,775.0,1,1,65000
507,IndiGo,Chennai,Kolkata,No Info,3540.0,145.0,0,3,51500
508,Vistara,Kolkata,Banglore,No Info,9345.0,1350.0,1,1,202000
509,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1375.0,2,6,53000
510,Jet Airways,Banglore,New Delhi,No Info,14151.0,325.0,1,3,70000
511,SpiceJet,Mumbai,Hyderabad,No Info,4760.0,85.0,0,1,85000
512,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,435.0,1,3,85500
513,Jet Airways,Kolkata,Banglore,No Info,14388.0,740.0,1,2,82500
514,Air India,Delhi,Cochin,No Info,8839.0,1210.0,2,3,131500
515,Air India,Delhi,Cochin,No Info,12219.0,1275.0,2,6,220000
516,Vistara,Chennai,Kolkata,No Info,3687.0,135.0,0,0,70500
517,Multiple carriers,Delhi,Cochin,No Info,9627.0,630.0,1,2,83000
518,Multiple carriers,Delhi,Cochin,No Info,13542.0,845.0,1,3,113000
519,IndiGo,Banglore,Delhi,No Info,4423.0,170.0,0,5,40000
520,IndiGo,Delhi,Cochin,No Info,6494.0,985.0,2,6,45500
521,SpiceJet,Delhi,Cochin,No Info,4760.0,315.0,1,6,60500
522,Air Asia,Delhi,Cochin,No Info,6752.0,830.0,1,0,164500
523,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,1,82000
524,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,435.0,1,3,80000
525,Air India,Kolkata,Banglore,No Info,10991.0,1625.0,2,5,55000
526,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,870.0,1,0,90000
527,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,300.0,1,0,140000
528,GoAir,Banglore,Delhi,No Info,3398.0,170.0,0,4,114000
529,Air India,Delhi,Cochin,No Info,5201.0,170.0,0,2,51000
530,Air India,Kolkata,Banglore,No Info,13873.0,920.0,2,2,100000
531,Air India,Delhi,Cochin,No Info,7384.0,320.0,1,5,174000
532,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,610.0,1,3,181500
533,Jet Airways,Kolkata,Banglore,In-flight meal not included,10031.0,1655.0,1,6,82500
534,Jet Airways,Kolkata,Banglore,In-flight meal not included,12384.0,575.0,1,2,93500
535,Jet Airways,Kolkata,Banglore,In-flight meal not included,7757.0,1690.0,1,3,140500
536,Jet Airways,Banglore,New Delhi,No Info,14151.0,840.0,1,0,212500
537,SpiceJet,Chennai,Kolkata,No Info,4760.0,140.0,0,3,93000
538,Jet Airways,Banglore,Delhi,No Info,7229.0,175.0,0,1,151500
539,IndiGo,Kolkata,Banglore,No Info,4174.0,155.0,0,4,44000
540,IndiGo,Kolkata,Banglore,No Info,5699.0,280.0,1,5,173500
541,Air India,Kolkata,Banglore,No Info,4880.0,150.0,0,2,141500
542,Air India,Delhi,Cochin,No Info,12219.0,675.0,1,0,80000
543,Jet Airways,Kolkata,Banglore,No Info,13759.0,475.0,1,6,82500
544,Vistara,Kolkata,Banglore,No Info,9345.0,530.0,1,6,95500
545,IndiGo,Mumbai,Hyderabad,No Info,4392.0,85.0,0,1,62000
546,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,940.0,1,0,205500
547,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,4,65500
548,GoAir,Banglore,Delhi,No Info,5048.0,175.0,0,6,74500
549,Air India,Kolkata,Banglore,No Info,11096.0,805.0,1,1,70000
550,IndiGo,Delhi,Cochin,No Info,5073.0,275.0,1,2,73500
551,Jet Airways,Delhi,Cochin,No Info,14151.0,1110.0,1,6,95500
552,Vistara,Chennai,Kolkata,No Info,3739.0,135.0,0,3,70500
553,Air India,Delhi,Cochin,No Info,10598.0,2295.0,2,1,50000
554,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,185.0,0,5,185500
555,Vistara,Kolkata,Banglore,No Info,8610.0,1550.0,1,4,170000
556,Vistara,Delhi,Cochin,No Info,6216.0,190.0,0,3,144000
557,Air India,Banglore,Delhi,No Info,6961.0,170.0,0,4,132000
558,Jet Airways,Kolkata,Banglore,In-flight meal not included,10703.0,690.0,1,2,93500
559,Jet Airways,Kolkata,Banglore,No Info,14151.0,395.0,1,2,170000
560,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1655.0,1,3,63000
561,IndiGo,Kolkata,Banglore,No Info,4488.0,155.0,0,2,202000
562,Multiple carriers,Delhi,Cochin,No Info,7408.0,450.0,1,5,180000
563,Jet Airways,Delhi,Cochin,In-flight meal not included,5443.0,195.0,0,3,110000
564,Jet Airways,Kolkata,Banglore,In-flight meal not included,10539.0,575.0,1,4,93500
565,Multiple carriers,Delhi,Cochin,No Info,7723.0,750.0,1,6,130000
566,Multiple carriers,Delhi,Cochin,No Info,15411.0,680.0,1,0,73000
567,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,1,71000
568,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,4,202000
569,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4050.0,90.0,0,6,25500
570,Jet Airways,Kolkata,Banglore,No Info,14151.0,1570.0,1,5,170000
571,SpiceJet,Delhi,Cochin,No Info,4957.0,295.0,1,1,175500
572,Air India,Banglore,New Delhi,No Info,7591.0,165.0,0,6,211000
573,Jet Airways,Kolkata,Banglore,In-flight meal not included,11134.0,520.0,1,6,135500
574,IndiGo,Delhi,Cochin,No Info,6600.0,425.0,1,0,50500
575,Air India,Banglore,New Delhi,No Info,4966.0,165.0,0,1,211000
576,Air India,Delhi,Cochin,No Info,12219.0,1490.0,2,6,65000
577,SpiceJet,Kolkata,Banglore,No Info,4760.0,150.0,0,3,222000
578,Jet Airways,Delhi,Cochin,No Info,14714.0,660.0,1,5,80000
579,GoAir,Delhi,Cochin,No Info,4959.0,540.0,1,5,103500
580,Jet Airways,Banglore,Delhi,No Info,7229.0,175.0,0,6,111000
581,Air India,Delhi,Cochin,No Info,6094.0,185.0,0,2,180500
582,Air Asia,Kolkata,Banglore,No Info,4409.0,155.0,0,2,102000
583,Multiple carriers,Delhi,Cochin,No Info,9794.0,780.0,1,5,60000
584,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,85.0,0,0,25500
585,IndiGo,Delhi,Cochin,No Info,6442.0,455.0,1,5,83500
586,Vistara,Banglore,Delhi,No Info,4878.0,160.0,0,5,70000
587,Jet Airways,Kolkata,Banglore,In-flight meal not included,12446.0,775.0,1,6,211000
588,Jet Airways,Delhi,Cochin,No Info,14151.0,1760.0,2,3,230500
589,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,300.0,1,4,54500
590,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,520.0,1,2,200000
591,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,180.0,0,6,71000
592,Jet Airways,Banglore,Delhi,In-flight meal not included,6144.0,180.0,0,6,71000
593,Air India,Banglore,Delhi,No Info,6961.0,165.0,0,5,100000
594,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,730.0,1,3,163000
595,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,1,193500
596,SpiceJet,Banglore,New Delhi,No Info,4760.0,475.0,1,3,102000
597,Air India,Mumbai,Hyderabad,No Info,12219.0,1775.0,2,0,94000
598,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1615.0,2,6,94000
599,Air India,Delhi,Cochin,No Info,5117.0,765.0,1,1,204000
600,Multiple carriers,Delhi,Cochin,No Info,9211.0,455.0,1,5,114000
601,SpiceJet,Kolkata,Banglore,No Info,4174.0,150.0,0,0,171000
602,Multiple carriers,Delhi,Cochin,No Info,10786.0,705.0,1,0,73000
603,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,1420.0,1,4,80000
604,Jet Airways,Delhi,Cochin,No Info,13376.0,830.0,2,6,143500
605,Air India,Banglore,New Delhi,No Info,6955.0,770.0,1,3,220000
606,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,590.0,1,3,82500
607,Air Asia,Kolkata,Banglore,No Info,3807.0,150.0,0,4,195500
608,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1315.0,1,5,140500
609,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,870.0,1,3,21500
610,SpiceJet,Banglore,Delhi,No Info,4991.0,175.0,0,5,211000
611,Air India,Delhi,Cochin,No Info,6745.0,1215.0,1,3,230000
612,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1210.0,1,5,225000
613,Jet Airways,Delhi,Cochin,In-flight meal not included,6540.0,655.0,1,2,173000
614,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,1,171000
615,Jet Airways,Delhi,Cochin,No Info,15554.0,1270.0,1,3,215000
616,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,0,202000
617,Jet Airways,Delhi,Cochin,In-flight meal not included,7438.0,1240.0,1,2,230500
618,Air Asia,Banglore,Delhi,No Info,6181.0,170.0,0,1,45500
619,Multiple carriers,Delhi,Cochin,No Info,9424.0,390.0,1,5,190000
620,Air India,Banglore,New Delhi,No Info,12725.0,1800.0,2,1,172500
621,Air India,Banglore,New Delhi,No Info,6046.0,790.0,1,4,81500
622,SpiceJet,Banglore,Delhi,No Info,3971.0,175.0,0,5,211000
623,Jet Airways,Kolkata,Banglore,No Info,12692.0,1080.0,1,3,202500
624,IndiGo,Delhi,Cochin,No Info,7451.0,480.0,1,0,142000
625,Jet Airways,Banglore,New Delhi,No Info,13817.0,525.0,1,1,225500
626,Jet Airways,Kolkata,Banglore,In-flight meal not included,10703.0,750.0,1,2,93500
627,Jet Airways,Banglore,New Delhi,No Info,13817.0,800.0,1,1,212500
628,Jet Airways,Banglore,New Delhi,No Info,14151.0,370.0,1,4,225500
629,Jet Airways,Kolkata,Banglore,No Info,13941.0,450.0,1,5,211000
630,Air India,Banglore,New Delhi,No Info,10246.0,1155.0,1,3,170000
631,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,2,171500
632,Air Asia,Kolkata,Banglore,No Info,6810.0,720.0,1,3,224000
633,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,180.0,0,5,82000
634,Vistara,Banglore,Delhi,No Info,5613.0,170.0,0,1,210000
635,IndiGo,Mumbai,Hyderabad,No Info,4784.0,85.0,0,6,212000
636,Jet Airways,Delhi,Cochin,In-flight meal not included,5406.0,1385.0,1,3,194500
637,Air India,Banglore,Delhi,No Info,5228.0,170.0,0,5,132000
638,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,1325.0,1,0,205500
639,Air India,Chennai,Kolkata,No Info,4667.0,135.0,0,5,114000
640,Jet Airways,Kolkata,Banglore,No Info,14781.0,345.0,1,1,140500
641,Vistara,Banglore,Delhi,No Info,5403.0,170.0,0,6,94500
642,Jet Airways,Kolkata,Banglore,In-flight meal not included,9899.0,570.0,1,4,140500
643,Jet Airways,Delhi,Cochin,In-flight meal not included,13029.0,535.0,2,1,193000
644,Vistara,Kolkata,Banglore,No Info,9187.0,1065.0,1,5,170000
645,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,4,200000
646,Air India,Delhi,Cochin,No Info,8665.0,1305.0,2,2,213000
647,IndiGo,Delhi,Cochin,No Info,6494.0,755.0,1,0,82500
648,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,4,62500
649,Air India,Chennai,Kolkata,No Info,4667.0,135.0,0,4,114000
650,IndiGo,Kolkata,Banglore,No Info,4226.0,235.0,1,2,195500
651,Air India,Banglore,New Delhi,No Info,7591.0,165.0,0,6,61000
652,Jet Airways,Banglore,New Delhi,No Info,14151.0,450.0,1,0,54500
653,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,1040.0,1,0,191500
654,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,4,120000
655,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,1965.0,90.0,0,1,131500
656,Air India,Kolkata,Banglore,No Info,12835.0,1830.0,2,6,164500
657,Jet Airways Business,Banglore,New Delhi,No Info,52229.0,300.0,1,3,54500
658,Multiple carriers,Delhi,Cochin,No Info,14533.0,675.0,1,2,80000
659,Vistara,Banglore,Delhi,No Info,4668.0,170.0,0,0,94500
660,Jet Airways,Delhi,Cochin,No Info,11822.0,1145.0,1,2,173000
661,Jet Airways,Delhi,Cochin,In-flight meal not included,6017.0,395.0,1,2,215000
662,Jet Airways,Delhi,Cochin,No Info,14714.0,450.0,1,4,113000
663,SpiceJet,Chennai,Kolkata,No Info,3597.0,135.0,0,4,82000
664,Air Asia,Banglore,Delhi,No Info,3383.0,165.0,0,2,111000
665,Air India,Kolkata,Banglore,No Info,11642.0,765.0,2,5,165000
666,Vistara,Banglore,Delhi,No Info,5403.0,170.0,0,5,210000
667,Air India,Delhi,Cochin,No Info,14221.0,1595.0,2,6,164000
668,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,775.0,1,5,211000
669,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,4,91000
670,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,520.0,1,2,194500
671,Multiple carriers,Delhi,Cochin,No Info,7888.0,840.0,1,1,70000
672,Air India,Delhi,Cochin,No Info,8236.0,1410.0,2,3,194500
673,Air India,Delhi,Cochin,No Info,12961.0,1795.0,2,3,132000
674,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1330.0,1,3,63000
675,IndiGo,Kolkata,Banglore,No Info,5279.0,290.0,1,5,81000
676,GoAir,Banglore,Delhi,No Info,3419.0,165.0,0,1,205500
